,path,mask,gender,age,mask_error,age_error,gender_error,id
42,/opt/ml/input/data/train/images_segmented/001702_female_Asian_24/mask4.jpg,0,1,0,False,False,False,42
43,/opt/ml/input/data/train/images_segmented/001702_female_Asian_24/mask1.jpg,0,1,0,False,False,False,43
44,/opt/ml/input/data/train/images_segmented/001702_female_Asian_24/mask2.jpg,0,1,0,False,False,False,44
45,/opt/ml/input/data/train/images_segmented/001702_female_Asian_24/mask5.jpg,0,1,0,False,False,False,45
46,/opt/ml/input/data/train/images_segmented/001702_female_Asian_24/incorrect_mask.jpg,1,1,0,False,False,False,46
47,/opt/ml/input/data/train/images_segmented/001702_female_Asian_24/mask3.jpg,0,1,0,False,False,False,47
48,/opt/ml/input/data/train/images_segmented/001702_female_Asian_24/normal.jpg,2,1,0,False,False,False,48
49,/opt/ml/input/data/train/images_segmented/004391_female_Asian_55/normal.jpg,2,1,1,False,False,False,49
50,/opt/ml/input/data/train/images_segmented/004391_female_Asian_55/mask1.jpg,0,1,1,False,False,False,50
51,/opt/ml/input/data/train/images_segmented/004391_female_Asian_55/mask3.jpg,0,1,1,False,False,False,51
52,/opt/ml/input/data/train/images_segmented/004391_female_Asian_55/mask5.jpg,0,1,1,False,False,False,52
53,/opt/ml/input/data/train/images_segmented/004391_female_Asian_55/mask4.jpg,0,1,1,False,False,False,53
54,/opt/ml/input/data/train/images_segmented/004391_female_Asian_55/incorrect_mask.jpg,1,1,1,False,False,False,54
55,/opt/ml/input/data/train/images_segmented/004391_female_Asian_55/mask2.jpg,0,1,1,False,False,False,55
56,/opt/ml/input/data/train/images_segmented/003643_male_Asian_58/incorrect_mask.jpg,1,0,1,False,False,False,56
57,/opt/ml/input/data/train/images_segmented/003643_male_Asian_58/mask3.jpg,0,0,1,False,False,False,57
58,/opt/ml/input/data/train/images_segmented/003643_male_Asian_58/mask5.jpg,0,0,1,False,False,False,58
59,/opt/ml/input/data/train/images_segmented/003643_male_Asian_58/mask2.jpg,0,0,1,False,False,False,59
60,/opt/ml/input/data/train/images_segmented/003643_male_Asian_58/mask4.jpg,0,0,1,False,False,False,60
61,/opt/ml/input/data/train/images_segmented/003643_male_Asian_58/mask1.jpg,0,0,1,False,False,False,61
62,/opt/ml/input/data/train/images_segmented/003643_male_Asian_58/normal.jpg,2,0,1,False,False,False,62
63,/opt/ml/input/data/train/images_segmented/001663_male_Asian_23/mask5.jpg,0,0,0,False,False,False,63
64,/opt/ml/input/data/train/images_segmented/001663_male_Asian_23/mask3.jpg,0,0,0,False,False,False,64
65,/opt/ml/input/data/train/images_segmented/001663_male_Asian_23/mask4.jpg,0,0,0,False,False,False,65
66,/opt/ml/input/data/train/images_segmented/001663_male_Asian_23/mask1.jpg,0,0,0,False,False,False,66
67,/opt/ml/input/data/train/images_segmented/001663_male_Asian_23/normal.jpg,2,0,0,False,False,False,67
68,/opt/ml/input/data/train/images_segmented/001663_male_Asian_23/mask2.jpg,0,0,0,False,False,False,68
69,/opt/ml/input/data/train/images_segmented/001663_male_Asian_23/incorrect_mask.jpg,1,0,0,False,False,False,69
70,/opt/ml/input/data/train/images_segmented/004078_female_Asian_53/mask5.jpg,0,1,1,False,False,False,70
71,/opt/ml/input/data/train/images_segmented/004078_female_Asian_53/mask4.jpg,0,1,1,False,False,False,71
72,/opt/ml/input/data/train/images_segmented/004078_female_Asian_53/mask1.jpg,0,1,1,False,False,False,72
73,/opt/ml/input/data/train/images_segmented/004078_female_Asian_53/mask2.jpg,0,1,1,False,False,False,73
74,/opt/ml/input/data/train/images_segmented/004078_female_Asian_53/mask3.jpg,0,1,1,False,False,False,74
75,/opt/ml/input/data/train/images_segmented/004078_female_Asian_53/incorrect_mask.jpg,1,1,1,False,False,False,75
76,/opt/ml/input/data/train/images_segmented/004078_female_Asian_53/normal.jpg,2,1,1,False,False,False,76
77,/opt/ml/input/data/train/images_segmented/003482_female_Asian_57/mask5.jpg,0,1,1,False,False,False,77
78,/opt/ml/input/data/train/images_segmented/003482_female_Asian_57/normal.jpg,2,1,1,False,False,False,78
79,/opt/ml/input/data/train/images_segmented/003482_female_Asian_57/incorrect_mask.jpg,1,1,1,False,False,False,79
80,/opt/ml/input/data/train/images_segmented/003482_female_Asian_57/mask1.jpg,0,1,1,False,False,False,80
81,/opt/ml/input/data/train/images_segmented/003482_female_Asian_57/mask4.jpg,0,1,1,False,False,False,81
82,/opt/ml/input/data/train/images_segmented/003482_female_Asian_57/mask2.jpg,0,1,1,False,False,False,82
83,/opt/ml/input/data/train/images_segmented/003482_female_Asian_57/mask3.jpg,0,1,1,False,False,False,83
84,/opt/ml/input/data/train/images_segmented/004326_female_Asian_19/normal.jpg,2,1,0,False,False,False,84
85,/opt/ml/input/data/train/images_segmented/004326_female_Asian_19/mask5.jpg,0,1,0,False,False,False,85
86,/opt/ml/input/data/train/images_segmented/004326_female_Asian_19/mask4.jpg,0,1,0,False,False,False,86
87,/opt/ml/input/data/train/images_segmented/004326_female_Asian_19/mask2.jpg,0,1,0,False,False,False,87
88,/opt/ml/input/data/train/images_segmented/004326_female_Asian_19/incorrect_mask.jpg,1,1,0,False,False,False,88
89,/opt/ml/input/data/train/images_segmented/004326_female_Asian_19/mask1.jpg,0,1,0,False,False,False,89
90,/opt/ml/input/data/train/images_segmented/004326_female_Asian_19/mask3.jpg,0,1,0,False,False,False,90
91,/opt/ml/input/data/train/images_segmented/004475_male_Asian_25/mask2.jpg,0,0,0,False,False,False,91
92,/opt/ml/input/data/train/images_segmented/004475_male_Asian_25/mask3.jpg,0,0,0,False,False,False,92
93,/opt/ml/input/data/train/images_segmented/004475_male_Asian_25/mask1.jpg,0,0,0,False,False,False,93
94,/opt/ml/input/data/train/images_segmented/004475_male_Asian_25/incorrect_mask.jpg,1,0,0,False,False,False,94
95,/opt/ml/input/data/train/images_segmented/004475_male_Asian_25/normal.jpg,2,0,0,False,False,False,95
96,/opt/ml/input/data/train/images_segmented/004475_male_Asian_25/mask5.jpg,0,0,0,False,False,False,96
97,/opt/ml/input/data/train/images_segmented/004475_male_Asian_25/mask4.jpg,0,0,0,False,False,False,97
98,/opt/ml/input/data/train/images_segmented/003318_female_Asian_20/mask4.jpg,0,1,0,False,False,False,98
99,/opt/ml/input/data/train/images_segmented/003318_female_Asian_20/mask3.jpg,0,1,0,False,False,False,99
100,/opt/ml/input/data/train/images_segmented/003318_female_Asian_20/incorrect_mask.jpg,1,1,0,False,False,False,100
101,/opt/ml/input/data/train/images_segmented/003318_female_Asian_20/normal.jpg,2,1,0,False,False,False,101
102,/opt/ml/input/data/train/images_segmented/003318_female_Asian_20/mask5.jpg,0,1,0,False,False,False,102
103,/opt/ml/input/data/train/images_segmented/003318_female_Asian_20/mask2.jpg,0,1,0,False,False,False,103
104,/opt/ml/input/data/train/images_segmented/003318_female_Asian_20/mask1.jpg,0,1,0,False,False,False,104
105,/opt/ml/input/data/train/images_segmented/005250_male_Asian_26/mask4.jpg,0,0,0,False,False,False,105
106,/opt/ml/input/data/train/images_segmented/005250_male_Asian_26/normal.jpg,2,0,0,False,False,False,106
107,/opt/ml/input/data/train/images_segmented/005250_male_Asian_26/incorrect_mask.jpg,1,0,0,False,False,False,107
108,/opt/ml/input/data/train/images_segmented/005250_male_Asian_26/mask3.jpg,0,0,0,False,False,False,108
109,/opt/ml/input/data/train/images_segmented/005250_male_Asian_26/mask5.jpg,0,0,0,False,False,False,109
110,/opt/ml/input/data/train/images_segmented/005250_male_Asian_26/mask2.jpg,0,0,0,False,False,False,110
111,/opt/ml/input/data/train/images_segmented/005250_male_Asian_26/mask1.jpg,0,0,0,False,False,False,111
112,/opt/ml/input/data/train/images_segmented/006094_male_Asian_19/mask5.jpg,0,0,0,False,False,False,112
113,/opt/ml/input/data/train/images_segmented/006094_male_Asian_19/incorrect_mask.jpg,1,0,0,False,False,False,113
114,/opt/ml/input/data/train/images_segmented/006094_male_Asian_19/mask1.jpg,0,0,0,False,False,False,114
115,/opt/ml/input/data/train/images_segmented/006094_male_Asian_19/normal.jpg,2,0,0,False,False,False,115
116,/opt/ml/input/data/train/images_segmented/006094_male_Asian_19/mask3.jpg,0,0,0,False,False,False,116
117,/opt/ml/input/data/train/images_segmented/006094_male_Asian_19/mask2.jpg,0,0,0,False,False,False,117
118,/opt/ml/input/data/train/images_segmented/006094_male_Asian_19/mask4.jpg,0,0,0,False,False,False,118
119,/opt/ml/input/data/train/images_segmented/003005_female_Asian_20/mask1.jpg,0,1,0,False,False,False,119
120,/opt/ml/input/data/train/images_segmented/003005_female_Asian_20/mask3.jpg,0,1,0,False,False,False,120
121,/opt/ml/input/data/train/images_segmented/003005_female_Asian_20/mask4.jpg,0,1,0,False,False,False,121
122,/opt/ml/input/data/train/images_segmented/003005_female_Asian_20/mask2.jpg,0,1,0,False,False,False,122
123,/opt/ml/input/data/train/images_segmented/003005_female_Asian_20/incorrect_mask.jpg,1,1,0,False,False,False,123
124,/opt/ml/input/data/train/images_segmented/003005_female_Asian_20/normal.jpg,2,1,0,False,False,False,124
125,/opt/ml/input/data/train/images_segmented/003005_female_Asian_20/mask5.jpg,0,1,0,False,False,False,125
126,/opt/ml/input/data/train/images_segmented/004284_male_Asian_60/mask3.jpg,0,0,2,False,False,False,126
127,/opt/ml/input/data/train/images_segmented/004284_male_Asian_60/mask4.jpg,0,0,2,False,False,False,127
128,/opt/ml/input/data/train/images_segmented/004284_male_Asian_60/mask1.jpg,0,0,2,False,False,False,128
129,/opt/ml/input/data/train/images_segmented/004284_male_Asian_60/mask5.jpg,0,0,2,False,False,False,129
130,/opt/ml/input/data/train/images_segmented/004284_male_Asian_60/normal.jpg,2,0,2,False,False,False,130
131,/opt/ml/input/data/train/images_segmented/004284_male_Asian_60/incorrect_mask.jpg,1,0,2,False,False,False,131
132,/opt/ml/input/data/train/images_segmented/004284_male_Asian_60/mask2.jpg,0,0,2,False,False,False,132
133,/opt/ml/input/data/train/images_segmented/001763_female_Asian_42/mask4.jpg,0,1,1,False,False,False,133
134,/opt/ml/input/data/train/images_segmented/001763_female_Asian_42/mask1.jpg,0,1,1,False,False,False,134
135,/opt/ml/input/data/train/images_segmented/001763_female_Asian_42/incorrect_mask.jpg,1,1,1,False,False,False,135
136,/opt/ml/input/data/train/images_segmented/001763_female_Asian_42/normal.jpg,2,1,1,False,False,False,136
137,/opt/ml/input/data/train/images_segmented/001763_female_Asian_42/mask2.jpg,0,1,1,False,False,False,137
138,/opt/ml/input/data/train/images_segmented/001763_female_Asian_42/mask3.jpg,0,1,1,False,False,False,138
139,/opt/ml/input/data/train/images_segmented/001763_female_Asian_42/mask5.jpg,0,1,1,False,False,False,139
140,/opt/ml/input/data/train/images_segmented/003542_male_Asian_58/mask5.jpg,0,0,1,False,False,False,140
141,/opt/ml/input/data/train/images_segmented/003542_male_Asian_58/mask4.jpg,0,0,1,False,False,False,141
142,/opt/ml/input/data/train/images_segmented/003542_male_Asian_58/incorrect_mask.jpg,1,0,1,False,False,False,142
143,/opt/ml/input/data/train/images_segmented/003542_male_Asian_58/mask2.jpg,0,0,1,False,False,False,143
144,/opt/ml/input/data/train/images_segmented/003542_male_Asian_58/mask1.jpg,0,0,1,False,False,False,144
145,/opt/ml/input/data/train/images_segmented/003542_male_Asian_58/mask3.jpg,0,0,1,False,False,False,145
146,/opt/ml/input/data/train/images_segmented/003542_male_Asian_58/normal.jpg,2,0,1,False,False,False,146
147,/opt/ml/input/data/train/images_segmented/001840_male_Asian_23/incorrect_mask.jpg,1,0,0,False,False,False,147
148,/opt/ml/input/data/train/images_segmented/001840_male_Asian_23/mask2.jpg,0,0,0,False,False,False,148
149,/opt/ml/input/data/train/images_segmented/001840_male_Asian_23/mask4.jpg,0,0,0,False,False,False,149
150,/opt/ml/input/data/train/images_segmented/001840_male_Asian_23/mask5.jpg,0,0,0,False,False,False,150
151,/opt/ml/input/data/train/images_segmented/001840_male_Asian_23/mask3.jpg,0,0,0,False,False,False,151
152,/opt/ml/input/data/train/images_segmented/001840_male_Asian_23/normal.jpg,2,0,0,False,False,False,152
153,/opt/ml/input/data/train/images_segmented/001840_male_Asian_23/mask1.jpg,0,0,0,False,False,False,153
154,/opt/ml/input/data/train/images_segmented/004317_male_Asian_60/mask5.jpg,0,0,2,False,False,False,154
155,/opt/ml/input/data/train/images_segmented/004317_male_Asian_60/mask3.jpg,0,0,2,False,False,False,155
156,/opt/ml/input/data/train/images_segmented/004317_male_Asian_60/mask1.jpg,0,0,2,False,False,False,156
157,/opt/ml/input/data/train/images_segmented/004317_male_Asian_60/mask4.jpg,0,0,2,False,False,False,157
158,/opt/ml/input/data/train/images_segmented/004317_male_Asian_60/normal.jpg,2,0,2,False,False,False,158
159,/opt/ml/input/data/train/images_segmented/004317_male_Asian_60/incorrect_mask.jpg,1,0,2,False,False,False,159
160,/opt/ml/input/data/train/images_segmented/004317_male_Asian_60/mask2.jpg,0,0,2,False,False,False,160
161,/opt/ml/input/data/train/images_segmented/004249_male_Asian_60/mask1.jpg,0,0,2,False,False,False,161
162,/opt/ml/input/data/train/images_segmented/004249_male_Asian_60/mask5.jpg,0,0,2,False,False,False,162
163,/opt/ml/input/data/train/images_segmented/004249_male_Asian_60/mask3.jpg,0,0,2,False,False,False,163
164,/opt/ml/input/data/train/images_segmented/004249_male_Asian_60/mask4.jpg,0,0,2,False,False,False,164
165,/opt/ml/input/data/train/images_segmented/004249_male_Asian_60/normal.jpg,2,0,2,False,False,False,165
166,/opt/ml/input/data/train/images_segmented/004249_male_Asian_60/incorrect_mask.jpg,1,0,2,False,False,False,166
167,/opt/ml/input/data/train/images_segmented/004249_male_Asian_60/mask2.jpg,0,0,2,False,False,False,167
168,/opt/ml/input/data/train/images_segmented/001739_male_Asian_29/mask1.jpg,0,0,0,False,False,False,168
169,/opt/ml/input/data/train/images_segmented/001739_male_Asian_29/mask5.jpg,0,0,0,False,False,False,169
170,/opt/ml/input/data/train/images_segmented/001739_male_Asian_29/mask4.jpg,0,0,0,False,False,False,170
171,/opt/ml/input/data/train/images_segmented/001739_male_Asian_29/normal.jpg,2,0,0,False,False,False,171
172,/opt/ml/input/data/train/images_segmented/001739_male_Asian_29/mask3.jpg,0,0,0,False,False,False,172
173,/opt/ml/input/data/train/images_segmented/001739_male_Asian_29/mask2.jpg,0,0,0,False,False,False,173
174,/opt/ml/input/data/train/images_segmented/001739_male_Asian_29/incorrect_mask.jpg,1,0,0,False,False,False,174
175,/opt/ml/input/data/train/images_segmented/001883_female_Asian_49/mask4.jpg,0,1,1,False,False,False,175
176,/opt/ml/input/data/train/images_segmented/001883_female_Asian_49/mask5.jpg,0,1,1,False,False,False,176
177,/opt/ml/input/data/train/images_segmented/001883_female_Asian_49/normal.jpg,2,1,1,False,False,False,177
178,/opt/ml/input/data/train/images_segmented/001883_female_Asian_49/mask3.jpg,0,1,1,False,False,False,178
179,/opt/ml/input/data/train/images_segmented/001883_female_Asian_49/mask2.jpg,0,1,1,False,False,False,179
180,/opt/ml/input/data/train/images_segmented/001883_female_Asian_49/mask1.jpg,0,1,1,False,False,False,180
181,/opt/ml/input/data/train/images_segmented/001883_female_Asian_49/incorrect_mask.jpg,1,1,1,False,False,False,181
182,/opt/ml/input/data/train/images_segmented/004418_male_Asian_20/normal.jpg,1,0,0,True,False,False,182
183,/opt/ml/input/data/train/images_segmented/004418_male_Asian_20/mask2.jpg,0,0,0,False,False,False,183
184,/opt/ml/input/data/train/images_segmented/004418_male_Asian_20/mask4.jpg,0,0,0,False,False,False,184
185,/opt/ml/input/data/train/images_segmented/004418_male_Asian_20/mask5.jpg,0,0,0,False,False,False,185
186,/opt/ml/input/data/train/images_segmented/004418_male_Asian_20/mask1.jpg,0,0,0,False,False,False,186
187,/opt/ml/input/data/train/images_segmented/004418_male_Asian_20/incorrect_mask.jpg,1,0,0,False,False,False,187
188,/opt/ml/input/data/train/images_segmented/004418_male_Asian_20/mask3.jpg,0,0,0,False,False,False,188
189,/opt/ml/input/data/train/images_segmented/004451_female_Asian_58/mask1.jpg,0,1,1,False,False,False,189
190,/opt/ml/input/data/train/images_segmented/004451_female_Asian_58/mask2.jpg,0,1,1,False,False,False,190
191,/opt/ml/input/data/train/images_segmented/004451_female_Asian_58/mask3.jpg,0,1,1,False,False,False,191
192,/opt/ml/input/data/train/images_segmented/004451_female_Asian_58/mask5.jpg,0,1,1,False,False,False,192
193,/opt/ml/input/data/train/images_segmented/004451_female_Asian_58/incorrect_mask.jpg,1,1,1,False,False,False,193
194,/opt/ml/input/data/train/images_segmented/004451_female_Asian_58/normal.jpg,2,1,1,False,False,False,194
195,/opt/ml/input/data/train/images_segmented/004451_female_Asian_58/mask4.jpg,0,1,1,False,False,False,195
196,/opt/ml/input/data/train/images_segmented/003020_female_Asian_19/mask1.jpg,0,1,0,False,False,False,196
197,/opt/ml/input/data/train/images_segmented/003020_female_Asian_19/mask5.jpg,0,1,0,False,False,False,197
198,/opt/ml/input/data/train/images_segmented/003020_female_Asian_19/mask4.jpg,0,1,0,False,False,False,198
199,/opt/ml/input/data/train/images_segmented/003020_female_Asian_19/mask3.jpg,0,1,0,False,False,False,199
200,/opt/ml/input/data/train/images_segmented/003020_female_Asian_19/normal.jpg,2,1,0,False,False,False,200
201,/opt/ml/input/data/train/images_segmented/003020_female_Asian_19/mask2.jpg,0,1,0,False,False,False,201
202,/opt/ml/input/data/train/images_segmented/003020_female_Asian_19/incorrect_mask.jpg,1,1,0,False,False,False,202
203,/opt/ml/input/data/train/images_segmented/005421_female_Asian_48/mask1.jpg,0,1,1,False,False,False,203
204,/opt/ml/input/data/train/images_segmented/005421_female_Asian_48/incorrect_mask.jpg,1,1,1,False,False,False,204
205,/opt/ml/input/data/train/images_segmented/005421_female_Asian_48/mask5.jpg,0,1,1,False,False,False,205
206,/opt/ml/input/data/train/images_segmented/005421_female_Asian_48/mask3.jpg,0,1,1,False,False,False,206
207,/opt/ml/input/data/train/images_segmented/005421_female_Asian_48/mask2.jpg,0,1,1,False,False,False,207
208,/opt/ml/input/data/train/images_segmented/005421_female_Asian_48/normal.jpg,2,1,1,False,False,False,208
209,/opt/ml/input/data/train/images_segmented/005421_female_Asian_48/mask4.jpg,0,1,1,False,False,False,209
210,/opt/ml/input/data/train/images_segmented/003595_male_Asian_50/mask5.jpg,0,0,1,False,False,False,210
211,/opt/ml/input/data/train/images_segmented/003595_male_Asian_50/mask4.jpg,0,0,1,False,False,False,211
212,/opt/ml/input/data/train/images_segmented/003595_male_Asian_50/mask2.jpg,0,0,1,False,False,False,212
213,/opt/ml/input/data/train/images_segmented/003595_male_Asian_50/mask3.jpg,0,0,1,False,False,False,213
214,/opt/ml/input/data/train/images_segmented/003595_male_Asian_50/normal.jpg,2,0,1,False,False,False,214
215,/opt/ml/input/data/train/images_segmented/003595_male_Asian_50/incorrect_mask.jpg,1,0,1,False,False,False,215
216,/opt/ml/input/data/train/images_segmented/003595_male_Asian_50/mask1.jpg,0,0,1,False,False,False,216
217,/opt/ml/input/data/train/images_segmented/004212_female_Asian_59/mask3.jpg,0,1,1,False,False,False,217
218,/opt/ml/input/data/train/images_segmented/004212_female_Asian_59/mask2.jpg,0,1,1,False,False,False,218
219,/opt/ml/input/data/train/images_segmented/004212_female_Asian_59/mask1.jpg,0,1,1,False,False,False,219
220,/opt/ml/input/data/train/images_segmented/004212_female_Asian_59/incorrect_mask.jpg,1,1,1,False,False,False,220
221,/opt/ml/input/data/train/images_segmented/004212_female_Asian_59/mask4.jpg,0,1,1,False,False,False,221
222,/opt/ml/input/data/train/images_segmented/004212_female_Asian_59/mask5.jpg,0,1,1,False,False,False,222
223,/opt/ml/input/data/train/images_segmented/004212_female_Asian_59/normal.jpg,2,1,1,False,False,False,223
224,/opt/ml/input/data/train/images_segmented/005464_male_Asian_47/incorrect_mask.jpg,1,0,1,False,False,False,224
225,/opt/ml/input/data/train/images_segmented/005464_male_Asian_47/mask5.jpg,0,0,1,False,False,False,225
226,/opt/ml/input/data/train/images_segmented/005464_male_Asian_47/mask1.jpg,0,0,1,False,False,False,226
227,/opt/ml/input/data/train/images_segmented/005464_male_Asian_47/mask2.jpg,0,0,1,False,False,False,227
228,/opt/ml/input/data/train/images_segmented/005464_male_Asian_47/mask3.jpg,0,0,1,False,False,False,228
229,/opt/ml/input/data/train/images_segmented/005464_male_Asian_47/mask4.jpg,0,0,1,False,False,False,229
230,/opt/ml/input/data/train/images_segmented/005464_male_Asian_47/normal.jpg,2,0,1,False,False,False,230
231,/opt/ml/input/data/train/images_segmented/001840-1_male_Asian_22/mask3.jpg,0,0,0,False,False,False,231
232,/opt/ml/input/data/train/images_segmented/001840-1_male_Asian_22/mask4.jpg,0,0,0,False,False,False,232
233,/opt/ml/input/data/train/images_segmented/001840-1_male_Asian_22/mask5.jpg,0,0,0,False,False,False,233
234,/opt/ml/input/data/train/images_segmented/001840-1_male_Asian_22/normal.jpg,2,0,0,False,False,False,234
235,/opt/ml/input/data/train/images_segmented/001840-1_male_Asian_22/incorrect_mask.jpg,1,0,0,False,False,False,235
236,/opt/ml/input/data/train/images_segmented/001840-1_male_Asian_22/mask1.jpg,0,0,0,False,False,False,236
237,/opt/ml/input/data/train/images_segmented/001840-1_male_Asian_22/mask2.jpg,0,0,0,False,False,False,237
238,/opt/ml/input/data/train/images_segmented/003457_female_Asian_45/incorrect_mask.jpg,1,1,1,False,False,False,238
239,/opt/ml/input/data/train/images_segmented/003457_female_Asian_45/mask3.jpg,0,1,1,False,False,False,239
240,/opt/ml/input/data/train/images_segmented/003457_female_Asian_45/mask4.jpg,0,1,1,False,False,False,240
241,/opt/ml/input/data/train/images_segmented/003457_female_Asian_45/normal.jpg,2,1,1,False,False,False,241
242,/opt/ml/input/data/train/images_segmented/003457_female_Asian_45/mask2.jpg,0,1,1,False,False,False,242
243,/opt/ml/input/data/train/images_segmented/003457_female_Asian_45/mask1.jpg,0,1,1,False,False,False,243
244,/opt/ml/input/data/train/images_segmented/003457_female_Asian_45/mask5.jpg,0,1,1,False,False,False,244
245,/opt/ml/input/data/train/images_segmented/003097_female_Asian_20/mask1.jpg,0,1,0,False,False,False,245
246,/opt/ml/input/data/train/images_segmented/003097_female_Asian_20/incorrect_mask.jpg,1,1,0,False,False,False,246
247,/opt/ml/input/data/train/images_segmented/003097_female_Asian_20/mask4.jpg,0,1,0,False,False,False,247
248,/opt/ml/input/data/train/images_segmented/003097_female_Asian_20/mask2.jpg,0,1,0,False,False,False,248
249,/opt/ml/input/data/train/images_segmented/003097_female_Asian_20/mask3.jpg,0,1,0,False,False,False,249
250,/opt/ml/input/data/train/images_segmented/003097_female_Asian_20/normal.jpg,2,1,0,False,False,False,250
251,/opt/ml/input/data/train/images_segmented/003097_female_Asian_20/mask5.jpg,0,1,0,False,False,False,251
252,/opt/ml/input/data/train/images_segmented/003746_male_Asian_50/mask2.jpg,0,0,1,False,False,False,252
253,/opt/ml/input/data/train/images_segmented/003746_male_Asian_50/mask1.jpg,0,0,1,False,False,False,253
254,/opt/ml/input/data/train/images_segmented/003746_male_Asian_50/mask5.jpg,0,0,1,False,False,False,254
255,/opt/ml/input/data/train/images_segmented/003746_male_Asian_50/normal.jpg,2,0,1,False,False,False,255
