,path,mask
50,000009_female_Asian_56/mask4.jpg,0
51,000009_female_Asian_56/mask5.jpg,0
52,000009_female_Asian_56/mask1.jpg,0
53,000009_female_Asian_56/normal.jpg,2
54,000009_female_Asian_56/mask2.jpg,0
55,000009_female_Asian_56/mask3.jpg,0
56,000010_female_Asian_58/incorrect_mask.jpg,1
57,000010_female_Asian_58/mask4.jpg,0
58,000010_female_Asian_58/mask5.jpg,0
59,000010_female_Asian_58/mask1.jpg,0
60,000010_female_Asian_58/normal.jpg,2
61,000010_female_Asian_58/mask2.jpg,0
62,000010_female_Asian_58/mask3.jpg,0
63,000012_male_Asian_57/incorrect_mask.jpg,1
64,000012_male_Asian_57/mask4.jpg,0
65,000012_male_Asian_57/mask5.jpg,0
66,000012_male_Asian_57/mask1.jpg,0
67,000012_male_Asian_57/normal.jpg,2
68,000012_male_Asian_57/mask2.jpg,0
69,000012_male_Asian_57/mask3.jpg,0
70,000014_female_Asian_58/incorrect_mask.jpg,1
71,000014_female_Asian_58/mask4.jpg,0
72,000014_female_Asian_58/mask5.jpg,0
73,000014_female_Asian_58/mask1.jpg,0
74,000014_female_Asian_58/normal.jpg,2
75,000014_female_Asian_58/mask2.jpg,0
76,000014_female_Asian_58/mask3.jpg,0
77,000015_male_Asian_55/incorrect_mask.jpg,1
78,000015_male_Asian_55/mask4.jpg,0
79,000015_male_Asian_55/mask5.jpg,0
80,000015_male_Asian_55/mask1.jpg,0
81,000015_male_Asian_55/normal.jpg,2
82,000015_male_Asian_55/mask2.jpg,0
83,000015_male_Asian_55/mask3.jpg,0
84,000016_female_Asian_58/incorrect_mask.jpg,1
85,000016_female_Asian_58/mask4.jpg,0
86,000016_female_Asian_58/mask5.jpg,0
87,000016_female_Asian_58/mask1.jpg,0
88,000016_female_Asian_58/normal.jpg,2
89,000016_female_Asian_58/mask2.jpg,0
90,000016_female_Asian_58/mask3.jpg,0
91,000018_female_Asian_59/incorrect_mask.jpg,1
92,000018_female_Asian_59/mask4.jpg,0
93,000018_female_Asian_59/mask5.jpg,0
94,000018_female_Asian_59/mask1.jpg,0
95,000018_female_Asian_59/normal.jpg,2
96,000018_female_Asian_59/mask2.jpg,0
97,000018_female_Asian_59/mask3.jpg,0
98,000019_female_Asian_57/incorrect_mask.jpg,1
99,000019_female_Asian_57/mask4.jpg,0
100,000019_female_Asian_57/mask5.jpg,0
101,000019_female_Asian_57/mask1.jpg,0
102,000019_female_Asian_57/normal.jpg,2
103,000019_female_Asian_57/mask2.jpg,0
104,000019_female_Asian_57/mask3.jpg,0
105,000020_female_Asian_50/incorrect_mask.jpg,1
106,000020_female_Asian_50/mask4.jpg,0
107,000020_female_Asian_50/mask5.jpg,0
108,000020_female_Asian_50/mask1.jpg,0
109,000020_female_Asian_50/normal.jpg,2
110,000020_female_Asian_50/mask2.jpg,0
111,000020_female_Asian_50/mask3.jpg,0
112,000021_female_Asian_54/incorrect_mask.jpg,1
113,000021_female_Asian_54/mask4.jpg,0
114,000021_female_Asian_54/mask5.jpg,0
115,000021_female_Asian_54/mask1.jpg,0
116,000021_female_Asian_54/normal.jpg,2
117,000021_female_Asian_54/mask2.jpg,0
118,000021_female_Asian_54/mask3.jpg,0
119,000022_female_Asian_58/incorrect_mask.jpg,1
120,000022_female_Asian_58/mask4.jpg,0
121,000022_female_Asian_58/mask5.jpg,0
122,000022_female_Asian_58/mask1.jpg,0
123,000022_female_Asian_58/normal.jpg,2
124,000022_female_Asian_58/mask2.jpg,0
125,000022_female_Asian_58/mask3.jpg,0
126,000023_female_Asian_55/incorrect_mask.jpg,1
127,000023_female_Asian_55/mask4.jpg,0
128,000023_female_Asian_55/mask5.jpg,0
129,000023_female_Asian_55/mask1.jpg,0
130,000023_female_Asian_55/normal.jpg,2
131,000023_female_Asian_55/mask2.jpg,0
132,000023_female_Asian_55/mask3.jpg,0
133,000024_female_Asian_58/incorrect_mask.jpg,1
134,000024_female_Asian_58/mask4.jpg,0
135,000024_female_Asian_58/mask5.jpg,0
136,000024_female_Asian_58/mask1.jpg,0
137,000024_female_Asian_58/normal.jpg,2
138,000024_female_Asian_58/mask2.jpg,0
139,000024_female_Asian_58/mask3.jpg,0
140,000025_female_Asian_49/incorrect_mask.jpg,1
141,000025_female_Asian_49/mask4.jpg,0
142,000025_female_Asian_49/mask5.jpg,0
143,000025_female_Asian_49/mask1.jpg,0
144,000025_female_Asian_49/normal.jpg,2
145,000025_female_Asian_49/mask2.jpg,0
146,000025_female_Asian_49/mask3.jpg,0
147,000026_female_Asian_56/incorrect_mask.jpg,1
148,000026_female_Asian_56/mask4.jpg,0
149,000026_female_Asian_56/mask5.jpg,0
150,000026_female_Asian_56/mask1.jpg,0
151,000026_female_Asian_56/normal.jpg,2
152,000026_female_Asian_56/mask2.jpg,0
153,000026_female_Asian_56/mask3.jpg,0
154,000028_female_Asian_58/incorrect_mask.jpg,1
155,000028_female_Asian_58/mask4.jpg,0
156,000028_female_Asian_58/mask5.jpg,0
157,000028_female_Asian_58/mask1.jpg,0
158,000028_female_Asian_58/normal.jpg,2
159,000028_female_Asian_58/mask2.jpg,0
160,000028_female_Asian_58/mask3.jpg,0
161,000029_female_Asian_58/incorrect_mask.jpg,1
162,000029_female_Asian_58/mask4.jpg,0
163,000029_female_Asian_58/mask5.jpg,0
164,000029_female_Asian_58/mask1.jpg,0
165,000029_female_Asian_58/normal.jpg,2
166,000029_female_Asian_58/mask2.jpg,0
167,000029_female_Asian_58/mask3.jpg,0
168,000030_female_Asian_55/incorrect_mask.jpg,1
169,000030_female_Asian_55/mask4.jpg,0
170,000030_female_Asian_55/mask5.jpg,0
171,000030_female_Asian_55/mask1.jpg,0
172,000030_female_Asian_55/normal.jpg,2
173,000030_female_Asian_55/mask2.jpg,0
174,000030_female_Asian_55/mask3.jpg,0
175,000031_female_Asian_54/incorrect_mask.jpg,1
176,000031_female_Asian_54/mask4.jpg,0
177,000031_female_Asian_54/mask5.jpg,0
178,000031_female_Asian_54/mask1.jpg,0
179,000031_female_Asian_54/normal.jpg,2
180,000031_female_Asian_54/mask2.jpg,0
181,000031_female_Asian_54/mask3.jpg,0
182,000033_male_Asian_57/incorrect_mask.jpg,1
183,000033_male_Asian_57/mask4.jpg,0
184,000033_male_Asian_57/mask5.jpg,0
185,000033_male_Asian_57/mask1.jpg,0
186,000033_male_Asian_57/normal.jpg,2
187,000033_male_Asian_57/mask2.jpg,0
188,000033_male_Asian_57/mask3.jpg,0
189,000034_female_Asian_55/incorrect_mask.jpg,1
190,000034_female_Asian_55/mask4.jpg,0
191,000034_female_Asian_55/mask5.jpg,0
192,000034_female_Asian_55/mask1.jpg,0
193,000034_female_Asian_55/normal.jpg,2
194,000034_female_Asian_55/mask2.jpg,0
195,000034_female_Asian_55/mask3.jpg,0
196,000036_female_Asian_58/incorrect_mask.jpg,1
197,000036_female_Asian_58/mask4.jpg,0
198,000036_female_Asian_58/mask5.jpg,0
199,000036_female_Asian_58/mask1.jpg,0
200,000036_female_Asian_58/normal.jpg,2
201,000036_female_Asian_58/mask2.jpg,0
202,000036_female_Asian_58/mask3.jpg,0
203,000037_female_Asian_58/incorrect_mask.jpg,1
204,000037_female_Asian_58/mask4.jpg,0
205,000037_female_Asian_58/mask5.jpg,0
206,000037_female_Asian_58/mask1.jpg,0
207,000037_female_Asian_58/normal.jpg,2
208,000037_female_Asian_58/mask2.jpg,0
209,000037_female_Asian_58/mask3.jpg,0
210,000038_female_Asian_58/incorrect_mask.jpg,1
211,000038_female_Asian_58/mask4.jpg,0
212,000038_female_Asian_58/mask5.jpg,0
213,000038_female_Asian_58/mask1.jpg,0
214,000038_female_Asian_58/normal.jpg,2
215,000038_female_Asian_58/mask2.jpg,0
216,000038_female_Asian_58/mask3.jpg,0
217,000039_female_Asian_57/incorrect_mask.jpg,1
218,000039_female_Asian_57/mask4.jpg,0
219,000039_female_Asian_57/mask5.jpg,0
220,000039_female_Asian_57/mask1.jpg,0
221,000039_female_Asian_57/normal.jpg,2
222,000039_female_Asian_57/mask2.jpg,0
223,000039_female_Asian_57/mask3.jpg,0
224,000040_female_Asian_57/incorrect_mask.jpg,1
225,000040_female_Asian_57/mask4.jpg,0
226,000040_female_Asian_57/mask5.jpg,0
227,000040_female_Asian_57/mask1.jpg,0
228,000040_female_Asian_57/normal.jpg,2
229,000040_female_Asian_57/mask2.jpg,0
230,000040_female_Asian_57/mask3.jpg,0
231,000041_female_Asian_58/incorrect_mask.jpg,1
232,000041_female_Asian_58/mask4.jpg,0
233,000041_female_Asian_58/mask5.jpg,0
234,000041_female_Asian_58/mask1.jpg,0
235,000041_female_Asian_58/normal.jpg,2
236,000041_female_Asian_58/mask2.jpg,0
237,000041_female_Asian_58/mask3.jpg,0
238,000043_male_Asian_56/incorrect_mask.jpg,1
239,000043_male_Asian_56/mask4.jpg,0
240,000043_male_Asian_56/mask5.jpg,0
241,000043_male_Asian_56/mask1.jpg,0
242,000043_male_Asian_56/normal.jpg,2
243,000043_male_Asian_56/mask2.jpg,0
244,000043_male_Asian_56/mask3.jpg,0
245,000044_female_Asian_58/incorrect_mask.jpg,1
246,000044_female_Asian_58/mask4.jpg,0
247,000044_female_Asian_58/mask5.jpg,0
248,000044_female_Asian_58/mask1.jpg,0
249,000044_female_Asian_58/normal.jpg,2
250,000044_female_Asian_58/mask2.jpg,0
251,000044_female_Asian_58/mask3.jpg,0
252,000045_female_Asian_56/incorrect_mask.jpg,1
253,000045_female_Asian_56/mask4.jpg,0
254,000045_female_Asian_56/mask5.jpg,0
255,000045_female_Asian_56/mask1.jpg,0
256,000045_female_Asian_56/normal.jpg,2
257,000045_female_Asian_56/mask2.jpg,0
258,000045_female_Asian_56/mask3.jpg,0
259,000046_male_Asian_55/incorrect_mask.jpg,1
260,000046_male_Asian_55/mask4.jpg,0
261,000046_male_Asian_55/mask5.jpg,0
262,000046_male_Asian_55/mask1.jpg,0
263,000046_male_Asian_55/normal.jpg,2
264,000046_male_Asian_55/mask2.jpg,0
265,000046_male_Asian_55/mask3.jpg,0
266,000047_male_Asian_58/incorrect_mask.jpg,1
267,000047_male_Asian_58/mask4.jpg,0
268,000047_male_Asian_58/mask5.jpg,0
269,000047_male_Asian_58/mask1.jpg,0
270,000047_male_Asian_58/normal.jpg,2
271,000047_male_Asian_58/mask2.jpg,0
272,000047_male_Asian_58/mask3.jpg,0
273,000048_female_Asian_57/incorrect_mask.jpg,1
274,000048_female_Asian_57/mask4.jpg,0
275,000048_female_Asian_57/mask5.jpg,0
276,000048_female_Asian_57/mask1.jpg,0
277,000048_female_Asian_57/normal.jpg,2
278,000048_female_Asian_57/mask2.jpg,0
279,000048_female_Asian_57/mask3.jpg,0
280,000062_female_Asian_55/incorrect_mask.jpg,1
281,000062_female_Asian_55/mask4.jpg,0
282,000062_female_Asian_55/mask5.jpg,0
283,000062_female_Asian_55/mask1.jpg,0
284,000062_female_Asian_55/normal.jpg,2
285,000062_female_Asian_55/mask2.jpg,0
286,000062_female_Asian_55/mask3.jpg,0
287,000064_male_Asian_59/incorrect_mask.jpg,1
288,000064_male_Asian_59/mask4.jpg,0
289,000064_male_Asian_59/mask5.jpg,0
290,000064_male_Asian_59/mask1.jpg,0
291,000064_male_Asian_59/normal.jpg,2
292,000064_male_Asian_59/mask2.jpg,0
293,000064_male_Asian_59/mask3.jpg,0
294,000066_female_Asian_53/incorrect_mask.jpg,1
295,000066_female_Asian_53/mask4.jpg,0
296,000066_female_Asian_53/mask5.jpg,0
297,000066_female_Asian_53/mask1.jpg,0
298,000066_female_Asian_53/normal.jpg,2
299,000066_female_Asian_53/mask2.jpg,0
300,000066_female_Asian_53/mask3.jpg,0
301,000067_female_Asian_54/incorrect_mask.jpg,1
302,000067_female_Asian_54/mask4.jpg,0
303,000067_female_Asian_54/mask5.jpg,0
304,000067_female_Asian_54/mask1.jpg,0
305,000067_female_Asian_54/normal.jpg,2
306,000067_female_Asian_54/mask2.jpg,0
307,000067_female_Asian_54/mask3.jpg,0
308,000069_female_Asian_54/incorrect_mask.jpg,1
309,000069_female_Asian_54/mask4.jpg,0
310,000069_female_Asian_54/mask5.jpg,0
311,000069_female_Asian_54/mask1.jpg,0
312,000069_female_Asian_54/normal.jpg,2
313,000069_female_Asian_54/mask2.jpg,0
314,000069_female_Asian_54/mask3.jpg,0
315,000070_female_Asian_58/incorrect_mask.jpg,1
316,000070_female_Asian_58/mask4.jpg,0
317,000070_female_Asian_58/mask5.jpg,0
318,000070_female_Asian_58/mask1.jpg,0
319,000070_female_Asian_58/normal.jpg,2
320,000070_female_Asian_58/mask2.jpg,0
321,000070_female_Asian_58/mask3.jpg,0
322,000071_female_Asian_56/incorrect_mask.jpg,1
323,000071_female_Asian_56/mask4.jpg,0
324,000071_female_Asian_56/mask5.jpg,0
325,000071_female_Asian_56/mask1.jpg,0
326,000071_female_Asian_56/normal.jpg,2
327,000071_female_Asian_56/mask2.jpg,0
328,000071_female_Asian_56/mask3.jpg,0
329,000073_female_Asian_52/incorrect_mask.jpg,1
330,000073_female_Asian_52/mask4.jpg,0
331,000073_female_Asian_52/mask5.jpg,0
332,000073_female_Asian_52/mask1.jpg,0
333,000073_female_Asian_52/normal.jpg,2
334,000073_female_Asian_52/mask2.jpg,0
335,000073_female_Asian_52/mask3.jpg,0
336,000075_female_Asian_56/incorrect_mask.jpg,1
337,000075_female_Asian_56/mask4.jpg,0
338,000075_female_Asian_56/mask5.jpg,0
339,000075_female_Asian_56/mask1.jpg,0
340,000075_female_Asian_56/normal.jpg,2
341,000075_female_Asian_56/mask2.jpg,0
342,000075_female_Asian_56/mask3.jpg,0
343,000077_male_Asian_59/incorrect_mask.jpg,1
344,000077_male_Asian_59/mask4.jpg,0
345,000077_male_Asian_59/mask5.jpg,0
346,000077_male_Asian_59/mask1.jpg,0
347,000077_male_Asian_59/normal.jpg,2
348,000077_male_Asian_59/mask2.jpg,0
349,000077_male_Asian_59/mask3.jpg,0
350,000078_female_Asian_55/incorrect_mask.jpg,1
351,000078_female_Asian_55/mask4.jpg,0
352,000078_female_Asian_55/mask5.jpg,0
353,000078_female_Asian_55/mask1.jpg,0
354,000078_female_Asian_55/normal.jpg,2
355,000078_female_Asian_55/mask2.jpg,0
356,000078_female_Asian_55/mask3.jpg,0
357,000079_female_Asian_57/incorrect_mask.jpg,1
358,000079_female_Asian_57/mask4.jpg,0
359,000079_female_Asian_57/mask5.jpg,0
360,000079_female_Asian_57/mask1.jpg,0
361,000079_female_Asian_57/normal.jpg,2
362,000079_female_Asian_57/mask2.jpg,0
363,000079_female_Asian_57/mask3.jpg,0
364,000080_female_Asian_57/incorrect_mask.jpg,1
365,000080_female_Asian_57/mask4.jpg,0
366,000080_female_Asian_57/mask5.jpg,0
367,000080_female_Asian_57/mask1.jpg,0
368,000080_female_Asian_57/normal.jpg,2
369,000080_female_Asian_57/mask2.jpg,0
370,000080_female_Asian_57/mask3.jpg,0
371,000206_female_Asian_57/incorrect_mask.jpg,1
372,000206_female_Asian_57/mask4.jpg,0
373,000206_female_Asian_57/mask5.jpg,0
374,000206_female_Asian_57/mask1.jpg,0
375,000206_female_Asian_57/normal.jpg,2
376,000206_female_Asian_57/mask2.jpg,0
377,000206_female_Asian_57/mask3.jpg,0
378,000207_female_Asian_56/incorrect_mask.jpg,1
379,000207_female_Asian_56/mask4.jpg,0
380,000207_female_Asian_56/mask5.jpg,0
381,000207_female_Asian_56/mask1.jpg,0
382,000207_female_Asian_56/normal.jpg,2
383,000207_female_Asian_56/mask2.jpg,0
384,000207_female_Asian_56/mask3.jpg,0
385,000209_female_Asian_56/incorrect_mask.jpg,1
386,000209_female_Asian_56/mask4.jpg,0
387,000209_female_Asian_56/mask5.jpg,0
388,000209_female_Asian_56/mask1.jpg,0
389,000209_female_Asian_56/normal.jpg,2
390,000209_female_Asian_56/mask2.jpg,0
391,000209_female_Asian_56/mask3.jpg,0
392,000210_female_Asian_54/incorrect_mask.jpg,1
393,000210_female_Asian_54/mask4.jpg,0
394,000210_female_Asian_54/mask5.jpg,0
395,000210_female_Asian_54/mask1.jpg,0
396,000210_female_Asian_54/normal.jpg,2
397,000210_female_Asian_54/mask2.jpg,0
398,000210_female_Asian_54/mask3.jpg,0
399,000212_female_Asian_51/incorrect_mask.jpg,1
400,000212_female_Asian_51/mask4.jpg,0
401,000212_female_Asian_51/mask5.jpg,0
402,000212_female_Asian_51/mask1.jpg,0
403,000212_female_Asian_51/normal.jpg,2
404,000212_female_Asian_51/mask2.jpg,0
405,000212_female_Asian_51/mask3.jpg,0
406,000214_female_Asian_51/incorrect_mask.jpg,1
407,000214_female_Asian_51/mask4.jpg,0
408,000214_female_Asian_51/mask5.jpg,0
409,000214_female_Asian_51/mask1.jpg,0
410,000214_female_Asian_51/normal.jpg,2
411,000214_female_Asian_51/mask2.jpg,0
412,000214_female_Asian_51/mask3.jpg,0
413,000215_female_Asian_59/incorrect_mask.jpg,1
414,000215_female_Asian_59/mask4.jpg,0
415,000215_female_Asian_59/mask5.jpg,0
416,000215_female_Asian_59/mask1.jpg,0
417,000215_female_Asian_59/normal.jpg,2
418,000215_female_Asian_59/mask2.jpg,0
419,000215_female_Asian_59/mask3.jpg,0
420,000216_female_Asian_56/incorrect_mask.jpg,1
421,000216_female_Asian_56/mask4.jpg,0
422,000216_female_Asian_56/mask5.jpg,0
423,000216_female_Asian_56/mask1.jpg,0
424,000216_female_Asian_56/normal.jpg,2
425,000216_female_Asian_56/mask2.jpg,0
426,000216_female_Asian_56/mask3.jpg,0
427,000217_female_Asian_54/incorrect_mask.jpg,1
428,000217_female_Asian_54/mask4.jpg,0
429,000217_female_Asian_54/mask5.jpg,0
430,000217_female_Asian_54/mask1.jpg,0
431,000217_female_Asian_54/normal.jpg,2
432,000217_female_Asian_54/mask2.jpg,0
433,000217_female_Asian_54/mask3.jpg,0
434,000218_female_Asian_59/incorrect_mask.jpg,1
435,000218_female_Asian_59/mask4.jpg,0
436,000218_female_Asian_59/mask5.jpg,0
437,000218_female_Asian_59/mask1.jpg,0
438,000218_female_Asian_59/normal.jpg,2
439,000218_female_Asian_59/mask2.jpg,0
440,000218_female_Asian_59/mask3.jpg,0
441,000219_female_Asian_53/incorrect_mask.jpg,1
442,000219_female_Asian_53/mask4.jpg,0
443,000219_female_Asian_53/mask5.jpg,0
444,000219_female_Asian_53/mask1.jpg,0
445,000219_female_Asian_53/normal.jpg,2
446,000219_female_Asian_53/mask2.jpg,0
447,000219_female_Asian_53/mask3.jpg,0
448,000221_female_Asian_40/incorrect_mask.jpg,1
449,000221_female_Asian_40/mask4.jpg,0
450,000221_female_Asian_40/mask5.jpg,0
451,000221_female_Asian_40/mask1.jpg,0
452,000221_female_Asian_40/normal.jpg,2
453,000221_female_Asian_40/mask2.jpg,0
454,000221_female_Asian_40/mask3.jpg,0
455,000224_female_Asian_56/incorrect_mask.jpg,1
456,000224_female_Asian_56/mask4.jpg,0
457,000224_female_Asian_56/mask5.jpg,0
458,000224_female_Asian_56/mask1.jpg,0
459,000224_female_Asian_56/normal.jpg,2
460,000224_female_Asian_56/mask2.jpg,0
461,000224_female_Asian_56/mask3.jpg,0
462,000225_female_Asian_25/incorrect_mask.jpg,1
463,000225_female_Asian_25/mask4.jpg,0
464,000225_female_Asian_25/mask5.jpg,0
465,000225_female_Asian_25/mask1.jpg,0
466,000225_female_Asian_25/normal.jpg,2
467,000225_female_Asian_25/mask2.jpg,0
468,000225_female_Asian_25/mask3.jpg,0
469,000226_female_Asian_58/incorrect_mask.jpg,1
470,000226_female_Asian_58/mask4.jpg,0
471,000226_female_Asian_58/mask5.jpg,0
472,000226_female_Asian_58/mask1.jpg,0
473,000226_female_Asian_58/normal.jpg,2
474,000226_female_Asian_58/mask2.jpg,0
475,000226_female_Asian_58/mask3.jpg,0
476,000227_female_Asian_59/incorrect_mask.jpg,1
477,000227_female_Asian_59/mask4.jpg,0
478,000227_female_Asian_59/mask5.jpg,0
479,000227_female_Asian_59/mask1.jpg,0
480,000227_female_Asian_59/normal.jpg,2
481,000227_female_Asian_59/mask2.jpg,0
482,000227_female_Asian_59/mask3.jpg,0
483,000228_female_Asian_56/incorrect_mask.jpg,1
484,000228_female_Asian_56/mask4.jpg,0
485,000228_female_Asian_56/mask5.jpg,0
486,000228_female_Asian_56/mask1.jpg,0
487,000228_female_Asian_56/normal.jpg,2
488,000228_female_Asian_56/mask2.jpg,0
489,000228_female_Asian_56/mask3.jpg,0
490,000229_male_Asian_56/incorrect_mask.jpg,1
491,000229_male_Asian_56/mask4.jpg,0
492,000229_male_Asian_56/mask5.jpg,0
493,000229_male_Asian_56/mask1.jpg,0
494,000229_male_Asian_56/normal.jpg,2
495,000229_male_Asian_56/mask2.jpg,0
496,000229_male_Asian_56/mask3.jpg,0
497,000231_male_Asian_56/incorrect_mask.jpg,1
498,000231_male_Asian_56/mask4.jpg,0
499,000231_male_Asian_56/mask5.jpg,0
500,000231_male_Asian_56/mask1.jpg,0
501,000231_male_Asian_56/normal.jpg,2
502,000231_male_Asian_56/mask2.jpg,0
503,000231_male_Asian_56/mask3.jpg,0
504,000232_male_Asian_53/incorrect_mask.jpg,1
505,000232_male_Asian_53/mask4.jpg,0
506,000232_male_Asian_53/mask5.jpg,0
507,000232_male_Asian_53/mask1.jpg,0
508,000232_male_Asian_53/normal.jpg,2
509,000232_male_Asian_53/mask2.jpg,0
510,000232_male_Asian_53/mask3.jpg,0
511,000235_male_Asian_57/incorrect_mask.jpg,1
512,000235_male_Asian_57/mask4.jpg,0
513,000235_male_Asian_57/mask5.jpg,0
514,000235_male_Asian_57/mask1.jpg,0
515,000235_male_Asian_57/normal.jpg,2
516,000235_male_Asian_57/mask2.jpg,0
517,000235_male_Asian_57/mask3.jpg,0
518,000236_male_Asian_51/incorrect_mask.jpg,1
519,000236_male_Asian_51/mask4.jpg,0
520,000236_male_Asian_51/mask5.jpg,0
521,000236_male_Asian_51/mask1.jpg,0
522,000236_male_Asian_51/normal.jpg,2
523,000236_male_Asian_51/mask2.jpg,0
524,000236_male_Asian_51/mask3.jpg,0
525,000237_male_Asian_56/incorrect_mask.jpg,1
526,000237_male_Asian_56/mask4.jpg,0
527,000237_male_Asian_56/mask5.jpg,0
528,000237_male_Asian_56/mask1.jpg,0
529,000237_male_Asian_56/normal.jpg,2
530,000237_male_Asian_56/mask2.jpg,0
531,000237_male_Asian_56/mask3.jpg,0
532,000238_male_Asian_57/incorrect_mask.jpg,1
533,000238_male_Asian_57/mask4.jpg,0
534,000238_male_Asian_57/mask5.jpg,0
535,000238_male_Asian_57/mask1.jpg,0
536,000238_male_Asian_57/normal.jpg,2
537,000238_male_Asian_57/mask2.jpg,0
538,000238_male_Asian_57/mask3.jpg,0
539,000240_male_Asian_57/incorrect_mask.jpg,1
540,000240_male_Asian_57/mask4.jpg,0
541,000240_male_Asian_57/mask5.jpg,0
542,000240_male_Asian_57/mask1.jpg,0
543,000240_male_Asian_57/normal.jpg,2
544,000240_male_Asian_57/mask2.jpg,0
545,000240_male_Asian_57/mask3.jpg,0
546,000241_male_Asian_56/incorrect_mask.jpg,1
547,000241_male_Asian_56/mask4.jpg,0
548,000241_male_Asian_56/mask5.jpg,0
549,000241_male_Asian_56/mask1.jpg,0
550,000241_male_Asian_56/normal.jpg,2
551,000241_male_Asian_56/mask2.jpg,0
552,000241_male_Asian_56/mask3.jpg,0
553,000242_male_Asian_56/incorrect_mask.jpg,1
554,000242_male_Asian_56/mask4.jpg,0
555,000242_male_Asian_56/mask5.jpg,0
556,000242_male_Asian_56/mask1.jpg,0
557,000242_male_Asian_56/normal.jpg,2
558,000242_male_Asian_56/mask2.jpg,0
559,000242_male_Asian_56/mask3.jpg,0
560,000243_female_Asian_58/incorrect_mask.jpg,1
561,000243_female_Asian_58/mask4.jpg,0
562,000243_female_Asian_58/mask5.jpg,0
563,000243_female_Asian_58/mask1.jpg,0
564,000243_female_Asian_58/normal.jpg,2
565,000243_female_Asian_58/mask2.jpg,0
566,000243_female_Asian_58/mask3.jpg,0
567,000244_female_Asian_56/incorrect_mask.jpg,1
568,000244_female_Asian_56/mask4.jpg,0
569,000244_female_Asian_56/mask5.jpg,0
570,000244_female_Asian_56/mask1.jpg,0
571,000244_female_Asian_56/normal.jpg,2
572,000244_female_Asian_56/mask2.jpg,0
573,000244_female_Asian_56/mask3.jpg,0
574,000245_male_Asian_58/incorrect_mask.jpg,1
575,000245_male_Asian_58/mask4.jpg,0
576,000245_male_Asian_58/mask5.jpg,0
577,000245_male_Asian_58/mask1.jpg,0
578,000245_male_Asian_58/normal.jpg,2
579,000245_male_Asian_58/mask2.jpg,0
580,000245_male_Asian_58/mask3.jpg,0
581,000248_female_Asian_54/incorrect_mask.jpg,1
582,000248_female_Asian_54/mask4.jpg,0
583,000248_female_Asian_54/mask5.jpg,0
584,000248_female_Asian_54/mask1.jpg,0
585,000248_female_Asian_54/normal.jpg,2
586,000248_female_Asian_54/mask2.jpg,0
587,000248_female_Asian_54/mask3.jpg,0
588,000249_male_Asian_53/incorrect_mask.jpg,1
589,000249_male_Asian_53/mask4.jpg,0
590,000249_male_Asian_53/mask5.jpg,0
591,000249_male_Asian_53/mask1.jpg,0
592,000249_male_Asian_53/normal.jpg,2
593,000249_male_Asian_53/mask2.jpg,0
594,000249_male_Asian_53/mask3.jpg,0
595,000255_female_Asian_59/incorrect_mask.jpg,1
