,id,gender,age,mask,path
195,000034,1,1,0,000034_female_Asian_55/mask3.jpg
196,000036,1,1,1,000036_female_Asian_58/incorrect_mask.jpg
197,000036,1,1,0,000036_female_Asian_58/mask4.jpg
198,000036,1,1,0,000036_female_Asian_58/mask5.jpg
199,000036,1,1,0,000036_female_Asian_58/mask1.jpg
200,000036,1,1,2,000036_female_Asian_58/normal.jpg
201,000036,1,1,0,000036_female_Asian_58/mask2.jpg
202,000036,1,1,0,000036_female_Asian_58/mask3.jpg
203,000037,1,1,1,000037_female_Asian_58/incorrect_mask.jpg
204,000037,1,1,0,000037_female_Asian_58/mask4.jpg
205,000037,1,1,0,000037_female_Asian_58/mask5.jpg
206,000037,1,1,0,000037_female_Asian_58/mask1.jpg
207,000037,1,1,2,000037_female_Asian_58/normal.jpg
208,000037,1,1,0,000037_female_Asian_58/mask2.jpg
209,000037,1,1,0,000037_female_Asian_58/mask3.jpg
210,000038,1,1,1,000038_female_Asian_58/incorrect_mask.jpg
211,000038,1,1,0,000038_female_Asian_58/mask4.jpg
212,000038,1,1,0,000038_female_Asian_58/mask5.jpg
213,000038,1,1,0,000038_female_Asian_58/mask1.jpg
214,000038,1,1,2,000038_female_Asian_58/normal.jpg
215,000038,1,1,0,000038_female_Asian_58/mask2.jpg
216,000038,1,1,0,000038_female_Asian_58/mask3.jpg
217,000039,1,1,1,000039_female_Asian_57/incorrect_mask.jpg
218,000039,1,1,0,000039_female_Asian_57/mask4.jpg
219,000039,1,1,0,000039_female_Asian_57/mask5.jpg
220,000039,1,1,0,000039_female_Asian_57/mask1.jpg
221,000039,1,1,2,000039_female_Asian_57/normal.jpg
222,000039,1,1,0,000039_female_Asian_57/mask2.jpg
223,000039,1,1,0,000039_female_Asian_57/mask3.jpg
224,000040,1,1,1,000040_female_Asian_57/incorrect_mask.jpg
225,000040,1,1,0,000040_female_Asian_57/mask4.jpg
226,000040,1,1,0,000040_female_Asian_57/mask5.jpg
227,000040,1,1,0,000040_female_Asian_57/mask1.jpg
228,000040,1,1,2,000040_female_Asian_57/normal.jpg
229,000040,1,1,0,000040_female_Asian_57/mask2.jpg
230,000040,1,1,0,000040_female_Asian_57/mask3.jpg
231,000041,1,1,1,000041_female_Asian_58/incorrect_mask.jpg
232,000041,1,1,0,000041_female_Asian_58/mask4.jpg
233,000041,1,1,0,000041_female_Asian_58/mask5.jpg
234,000041,1,1,0,000041_female_Asian_58/mask1.jpg
235,000041,1,1,2,000041_female_Asian_58/normal.jpg
236,000041,1,1,0,000041_female_Asian_58/mask2.jpg
237,000041,1,1,0,000041_female_Asian_58/mask3.jpg
238,000043,0,1,1,000043_male_Asian_56/incorrect_mask.jpg
239,000043,0,1,0,000043_male_Asian_56/mask4.jpg
240,000043,0,1,0,000043_male_Asian_56/mask5.jpg
241,000043,0,1,0,000043_male_Asian_56/mask1.jpg
242,000043,0,1,2,000043_male_Asian_56/normal.jpg
243,000043,0,1,0,000043_male_Asian_56/mask2.jpg
244,000043,0,1,0,000043_male_Asian_56/mask3.jpg
245,000044,1,1,1,000044_female_Asian_58/incorrect_mask.jpg
246,000044,1,1,0,000044_female_Asian_58/mask4.jpg
247,000044,1,1,0,000044_female_Asian_58/mask5.jpg
248,000044,1,1,0,000044_female_Asian_58/mask1.jpg
249,000044,1,1,2,000044_female_Asian_58/normal.jpg
250,000044,1,1,0,000044_female_Asian_58/mask2.jpg
251,000044,1,1,0,000044_female_Asian_58/mask3.jpg
252,000045,1,1,1,000045_female_Asian_56/incorrect_mask.jpg
253,000045,1,1,0,000045_female_Asian_56/mask4.jpg
254,000045,1,1,0,000045_female_Asian_56/mask5.jpg
255,000045,1,1,0,000045_female_Asian_56/mask1.jpg
256,000045,1,1,2,000045_female_Asian_56/normal.jpg
257,000045,1,1,0,000045_female_Asian_56/mask2.jpg
258,000045,1,1,0,000045_female_Asian_56/mask3.jpg
259,000046,0,1,1,000046_male_Asian_55/incorrect_mask.jpg
260,000046,0,1,0,000046_male_Asian_55/mask4.jpg
261,000046,0,1,0,000046_male_Asian_55/mask5.jpg
262,000046,0,1,0,000046_male_Asian_55/mask1.jpg
263,000046,0,1,2,000046_male_Asian_55/normal.jpg
264,000046,0,1,0,000046_male_Asian_55/mask2.jpg
265,000046,0,1,0,000046_male_Asian_55/mask3.jpg
266,000047,0,1,1,000047_male_Asian_58/incorrect_mask.jpg
267,000047,0,1,0,000047_male_Asian_58/mask4.jpg
268,000047,0,1,0,000047_male_Asian_58/mask5.jpg
269,000047,0,1,0,000047_male_Asian_58/mask1.jpg
270,000047,0,1,2,000047_male_Asian_58/normal.jpg
271,000047,0,1,0,000047_male_Asian_58/mask2.jpg
272,000047,0,1,0,000047_male_Asian_58/mask3.jpg
273,000048,1,1,1,000048_female_Asian_57/incorrect_mask.jpg
274,000048,1,1,0,000048_female_Asian_57/mask4.jpg
275,000048,1,1,0,000048_female_Asian_57/mask5.jpg
276,000048,1,1,0,000048_female_Asian_57/mask1.jpg
277,000048,1,1,2,000048_female_Asian_57/normal.jpg
278,000048,1,1,0,000048_female_Asian_57/mask2.jpg
279,000048,1,1,0,000048_female_Asian_57/mask3.jpg
280,000062,1,1,1,000062_female_Asian_55/incorrect_mask.jpg
281,000062,1,1,0,000062_female_Asian_55/mask4.jpg
282,000062,1,1,0,000062_female_Asian_55/mask5.jpg
283,000062,1,1,0,000062_female_Asian_55/mask1.jpg
284,000062,1,1,2,000062_female_Asian_55/normal.jpg
285,000062,1,1,0,000062_female_Asian_55/mask2.jpg
286,000062,1,1,0,000062_female_Asian_55/mask3.jpg
287,000064,0,1,1,000064_male_Asian_59/incorrect_mask.jpg
288,000064,0,1,0,000064_male_Asian_59/mask4.jpg
289,000064,0,1,0,000064_male_Asian_59/mask5.jpg
290,000064,0,1,0,000064_male_Asian_59/mask1.jpg
291,000064,0,1,2,000064_male_Asian_59/normal.jpg
292,000064,0,1,0,000064_male_Asian_59/mask2.jpg
293,000064,0,1,0,000064_male_Asian_59/mask3.jpg
294,000066,1,1,1,000066_female_Asian_53/incorrect_mask.jpg
295,000066,1,1,0,000066_female_Asian_53/mask4.jpg
296,000066,1,1,0,000066_female_Asian_53/mask5.jpg
297,000066,1,1,0,000066_female_Asian_53/mask1.jpg
298,000066,1,1,2,000066_female_Asian_53/normal.jpg
299,000066,1,1,0,000066_female_Asian_53/mask2.jpg
300,000066,1,1,0,000066_female_Asian_53/mask3.jpg
301,000067,1,1,1,000067_female_Asian_54/incorrect_mask.jpg
302,000067,1,1,0,000067_female_Asian_54/mask4.jpg
303,000067,1,1,0,000067_female_Asian_54/mask5.jpg
304,000067,1,1,0,000067_female_Asian_54/mask1.jpg
305,000067,1,1,2,000067_female_Asian_54/normal.jpg
306,000067,1,1,0,000067_female_Asian_54/mask2.jpg
307,000067,1,1,0,000067_female_Asian_54/mask3.jpg
308,000069,1,1,1,000069_female_Asian_54/incorrect_mask.jpg
309,000069,1,1,0,000069_female_Asian_54/mask4.jpg
310,000069,1,1,0,000069_female_Asian_54/mask5.jpg
311,000069,1,1,0,000069_female_Asian_54/mask1.jpg
312,000069,1,1,2,000069_female_Asian_54/normal.jpg
313,000069,1,1,0,000069_female_Asian_54/mask2.jpg
314,000069,1,1,0,000069_female_Asian_54/mask3.jpg
315,000070,1,1,1,000070_female_Asian_58/incorrect_mask.jpg
316,000070,1,1,0,000070_female_Asian_58/mask4.jpg
317,000070,1,1,0,000070_female_Asian_58/mask5.jpg
318,000070,1,1,0,000070_female_Asian_58/mask1.jpg
319,000070,1,1,2,000070_female_Asian_58/normal.jpg
320,000070,1,1,0,000070_female_Asian_58/mask2.jpg
321,000070,1,1,0,000070_female_Asian_58/mask3.jpg
322,000071,1,1,1,000071_female_Asian_56/incorrect_mask.jpg
323,000071,1,1,0,000071_female_Asian_56/mask4.jpg
324,000071,1,1,0,000071_female_Asian_56/mask5.jpg
325,000071,1,1,0,000071_female_Asian_56/mask1.jpg
326,000071,1,1,2,000071_female_Asian_56/normal.jpg
327,000071,1,1,0,000071_female_Asian_56/mask2.jpg
328,000071,1,1,0,000071_female_Asian_56/mask3.jpg
329,000073,1,1,1,000073_female_Asian_52/incorrect_mask.jpg
330,000073,1,1,0,000073_female_Asian_52/mask4.jpg
331,000073,1,1,0,000073_female_Asian_52/mask5.jpg
332,000073,1,1,0,000073_female_Asian_52/mask1.jpg
333,000073,1,1,2,000073_female_Asian_52/normal.jpg
334,000073,1,1,0,000073_female_Asian_52/mask2.jpg
335,000073,1,1,0,000073_female_Asian_52/mask3.jpg
336,000075,1,1,1,000075_female_Asian_56/incorrect_mask.jpg
337,000075,1,1,0,000075_female_Asian_56/mask4.jpg
338,000075,1,1,0,000075_female_Asian_56/mask5.jpg
339,000075,1,1,0,000075_female_Asian_56/mask1.jpg
340,000075,1,1,2,000075_female_Asian_56/normal.jpg
341,000075,1,1,0,000075_female_Asian_56/mask2.jpg
342,000075,1,1,0,000075_female_Asian_56/mask3.jpg
343,000077,0,1,1,000077_male_Asian_59/incorrect_mask.jpg
344,000077,0,1,0,000077_male_Asian_59/mask4.jpg
345,000077,0,1,0,000077_male_Asian_59/mask5.jpg
346,000077,0,1,0,000077_male_Asian_59/mask1.jpg
347,000077,0,1,2,000077_male_Asian_59/normal.jpg
348,000077,0,1,0,000077_male_Asian_59/mask2.jpg
349,000077,0,1,0,000077_male_Asian_59/mask3.jpg
350,000078,1,1,1,000078_female_Asian_55/incorrect_mask.jpg
351,000078,1,1,0,000078_female_Asian_55/mask4.jpg
352,000078,1,1,0,000078_female_Asian_55/mask5.jpg
353,000078,1,1,0,000078_female_Asian_55/mask1.jpg
354,000078,1,1,2,000078_female_Asian_55/normal.jpg
355,000078,1,1,0,000078_female_Asian_55/mask2.jpg
356,000078,1,1,0,000078_female_Asian_55/mask3.jpg
357,000079,1,1,1,000079_female_Asian_57/incorrect_mask.jpg
358,000079,1,1,0,000079_female_Asian_57/mask4.jpg
359,000079,1,1,0,000079_female_Asian_57/mask5.jpg
360,000079,1,1,0,000079_female_Asian_57/mask1.jpg
361,000079,1,1,2,000079_female_Asian_57/normal.jpg
362,000079,1,1,0,000079_female_Asian_57/mask2.jpg
363,000079,1,1,0,000079_female_Asian_57/mask3.jpg
364,000080,1,1,1,000080_female_Asian_57/incorrect_mask.jpg
365,000080,1,1,0,000080_female_Asian_57/mask4.jpg
366,000080,1,1,0,000080_female_Asian_57/mask5.jpg
367,000080,1,1,0,000080_female_Asian_57/mask1.jpg
368,000080,1,1,2,000080_female_Asian_57/normal.jpg
369,000080,1,1,0,000080_female_Asian_57/mask2.jpg
370,000080,1,1,0,000080_female_Asian_57/mask3.jpg
371,000206,1,1,1,000206_female_Asian_57/incorrect_mask.jpg
372,000206,1,1,0,000206_female_Asian_57/mask4.jpg
373,000206,1,1,0,000206_female_Asian_57/mask5.jpg
374,000206,1,1,0,000206_female_Asian_57/mask1.jpg
375,000206,1,1,2,000206_female_Asian_57/normal.jpg
376,000206,1,1,0,000206_female_Asian_57/mask2.jpg
377,000206,1,1,0,000206_female_Asian_57/mask3.jpg
378,000207,1,1,1,000207_female_Asian_56/incorrect_mask.jpg
379,000207,1,1,0,000207_female_Asian_56/mask4.jpg
380,000207,1,1,0,000207_female_Asian_56/mask5.jpg
381,000207,1,1,0,000207_female_Asian_56/mask1.jpg
382,000207,1,1,2,000207_female_Asian_56/normal.jpg
383,000207,1,1,0,000207_female_Asian_56/mask2.jpg
384,000207,1,1,0,000207_female_Asian_56/mask3.jpg
385,000209,1,1,1,000209_female_Asian_56/incorrect_mask.jpg
386,000209,1,1,0,000209_female_Asian_56/mask4.jpg
387,000209,1,1,0,000209_female_Asian_56/mask5.jpg
388,000209,1,1,0,000209_female_Asian_56/mask1.jpg
389,000209,1,1,2,000209_female_Asian_56/normal.jpg
390,000209,1,1,0,000209_female_Asian_56/mask2.jpg
391,000209,1,1,0,000209_female_Asian_56/mask3.jpg
392,000210,1,1,1,000210_female_Asian_54/incorrect_mask.jpg
393,000210,1,1,0,000210_female_Asian_54/mask4.jpg
394,000210,1,1,0,000210_female_Asian_54/mask5.jpg
395,000210,1,1,0,000210_female_Asian_54/mask1.jpg
396,000210,1,1,2,000210_female_Asian_54/normal.jpg
397,000210,1,1,0,000210_female_Asian_54/mask2.jpg
398,000210,1,1,0,000210_female_Asian_54/mask3.jpg
399,000212,1,1,1,000212_female_Asian_51/incorrect_mask.jpg
400,000212,1,1,0,000212_female_Asian_51/mask4.jpg
401,000212,1,1,0,000212_female_Asian_51/mask5.jpg
402,000212,1,1,0,000212_female_Asian_51/mask1.jpg
403,000212,1,1,2,000212_female_Asian_51/normal.jpg
404,000212,1,1,0,000212_female_Asian_51/mask2.jpg
405,000212,1,1,0,000212_female_Asian_51/mask3.jpg
406,000214,1,1,1,000214_female_Asian_51/incorrect_mask.jpg
407,000214,1,1,0,000214_female_Asian_51/mask4.jpg
408,000214,1,1,0,000214_female_Asian_51/mask5.jpg
409,000214,1,1,0,000214_female_Asian_51/mask1.jpg
410,000214,1,1,2,000214_female_Asian_51/normal.jpg
411,000214,1,1,0,000214_female_Asian_51/mask2.jpg
412,000214,1,1,0,000214_female_Asian_51/mask3.jpg
413,000215,1,1,1,000215_female_Asian_59/incorrect_mask.jpg
414,000215,1,1,0,000215_female_Asian_59/mask4.jpg
415,000215,1,1,0,000215_female_Asian_59/mask5.jpg
416,000215,1,1,0,000215_female_Asian_59/mask1.jpg
417,000215,1,1,2,000215_female_Asian_59/normal.jpg
418,000215,1,1,0,000215_female_Asian_59/mask2.jpg
419,000215,1,1,0,000215_female_Asian_59/mask3.jpg
420,000216,1,1,1,000216_female_Asian_56/incorrect_mask.jpg
421,000216,1,1,0,000216_female_Asian_56/mask4.jpg
422,000216,1,1,0,000216_female_Asian_56/mask5.jpg
423,000216,1,1,0,000216_female_Asian_56/mask1.jpg
424,000216,1,1,2,000216_female_Asian_56/normal.jpg
425,000216,1,1,0,000216_female_Asian_56/mask2.jpg
426,000216,1,1,0,000216_female_Asian_56/mask3.jpg
427,000217,1,1,1,000217_female_Asian_54/incorrect_mask.jpg
428,000217,1,1,0,000217_female_Asian_54/mask4.jpg
429,000217,1,1,0,000217_female_Asian_54/mask5.jpg
430,000217,1,1,0,000217_female_Asian_54/mask1.jpg
431,000217,1,1,2,000217_female_Asian_54/normal.jpg
432,000217,1,1,0,000217_female_Asian_54/mask2.jpg
433,000217,1,1,0,000217_female_Asian_54/mask3.jpg
434,000218,1,1,1,000218_female_Asian_59/incorrect_mask.jpg
435,000218,1,1,0,000218_female_Asian_59/mask4.jpg
436,000218,1,1,0,000218_female_Asian_59/mask5.jpg
437,000218,1,1,0,000218_female_Asian_59/mask1.jpg
438,000218,1,1,2,000218_female_Asian_59/normal.jpg
439,000218,1,1,0,000218_female_Asian_59/mask2.jpg
440,000218,1,1,0,000218_female_Asian_59/mask3.jpg
441,000219,1,1,1,000219_female_Asian_53/incorrect_mask.jpg
442,000219,1,1,0,000219_female_Asian_53/mask4.jpg
443,000219,1,1,0,000219_female_Asian_53/mask5.jpg
444,000219,1,1,0,000219_female_Asian_53/mask1.jpg
445,000219,1,1,2,000219_female_Asian_53/normal.jpg
446,000219,1,1,0,000219_female_Asian_53/mask2.jpg
447,000219,1,1,0,000219_female_Asian_53/mask3.jpg
448,000221,1,1,1,000221_female_Asian_40/incorrect_mask.jpg
449,000221,1,1,0,000221_female_Asian_40/mask4.jpg
450,000221,1,1,0,000221_female_Asian_40/mask5.jpg
451,000221,1,1,0,000221_female_Asian_40/mask1.jpg
452,000221,1,1,2,000221_female_Asian_40/normal.jpg
453,000221,1,1,0,000221_female_Asian_40/mask2.jpg
454,000221,1,1,0,000221_female_Asian_40/mask3.jpg
455,000224,1,1,1,000224_female_Asian_56/incorrect_mask.jpg
456,000224,1,1,0,000224_female_Asian_56/mask4.jpg
457,000224,1,1,0,000224_female_Asian_56/mask5.jpg
458,000224,1,1,0,000224_female_Asian_56/mask1.jpg
